UDI,Product ID,Type,air_temp,process_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,health_score,p_fail_composite,risk_OSF,risk_HDF,risk_PWF,risk_TWF,risk_RNF_baseline,osf_ratio_to_threshold,dominant_mode,dominant_mode_normalized_score
178,L47357,L,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.08,none,0.0
179,L47358,L,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,66.5,0.3349,0.0,0.334,0.0,0.0,0.001,0.196,HDF,0.334
180,L47359,L,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,50.0,0.5005,0.0,0.5,0.0,0.0,0.001,0.204,HDF,0.5
181,L47360,L,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,81.6,0.1841,0.0,0.183,0.0,0.0,0.001,0.213,HDF,0.183
182,H29595,H,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.091,none,0.0
183,M15042,M,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,49.9,0.5005,0.0,0.5,0.0,0.0,0.001,0.216,HDF,0.5
184,L47363,L,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,84.9,0.1509,0.0,0.15,0.0,0.0,0.001,0.211,HDF,0.15
185,L47364,L,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.164,none,0.0
186,L47365,L,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,70.1,0.2994,0.0,0.299,0.0,0.0,0.001,0.212,HDF,0.299
187,L47366,L,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.321,HDF,0.467
188,L47367,L,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.255,HDF,0.467
189,L47368,L,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.205,none,0.0
190,M15049,M,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.25,none,0.0
191,L47370,L,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,83.4,0.1657,0.0,0.165,0.0,0.0,0.001,0.327,HDF,0.165
192,L47371,L,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.233,none,0.0
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,58.9,0.4113,0.0,0.411,0.0,0.0,0.001,0.303,HDF,0.411
194,H29607,H,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.216,none,0.0
195,M15054,M,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.001,0.077,PWF,1.0
196,L47375,L,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,76.0,0.2403,0.0,0.24,0.0,0.0,0.001,0.347,HDF,0.24
197,H29610,H,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,71.6,0.2838,0.0,0.283,0.0,0.0,0.001,0.346,HDF,0.283
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,99.0,0.0103,0.0,0.009,0.0,0.0,0.001,0.327,none,0.009
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.315,none,0.0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,69.8,0.3025,0.0,0.302,0.0,0.0,0.001,0.432,HDF,0.302
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.328,none,0.0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.393,none,0.0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.318,none,0.0
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,86.6,0.1342,0.0,0.133,0.0,0.0,0.001,0.379,HDF,0.133
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.334,none,0.0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,49.6,0.504,0.007,0.5,0.0,0.0,0.001,0.503,HDF,0.5
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.375,none,0.0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,0.0,1.0,0.204,0.315,1.0,0.0,0.001,0.602,PWF,1.0
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.407,none,0.0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,83.4,0.1657,0.0,0.165,0.0,0.0,0.001,0.496,HDF,0.165
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,97.9,0.0212,0.0,0.02,0.0,0.0,0.001,0.414,HDF,0.02
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.394,none,0.0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,53.3,0.4667,0.058,0.433,0.0,0.0,0.001,0.529,HDF,0.433
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,52.4,0.4761,0.102,0.416,0.0,0.0,0.001,0.551,HDF,0.416
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.424,none,0.0
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,97.3,0.0268,0.026,0.0,0.0,0.0,0.001,0.513,OSF,0.026
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,91.0,0.0905,0.0,0.09,0.0,0.0,0.001,0.494,HDF,0.09
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.414,none,0.0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,75.1,0.2492,0.011,0.24,0.0,0.0,0.001,0.506,HDF,0.24
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,60.3,0.3972,0.14,0.299,0.0,0.0,0.001,0.57,HDF,0.299
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,35.7,0.6434,0.447,0.355,0.0,0.0,0.001,0.723,OSF/HDF,0.447
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.286,none,0.0
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,37.7,0.6232,0.293,0.467,0.0,0.0,0.001,0.646,HDF,0.467
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,99.8,0.0017,0.001,0.0,0.0,0.0,0.001,0.5,none,0.001
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.432,none,0.0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,21.1,0.7891,0.604,0.467,0.0,0.0,0.001,0.802,OSF/HDF,0.604
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,25.7,0.7427,0.485,0.5,0.0,0.0,0.001,0.742,HDF/OSF,0.5
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,89.6,0.1036,0.103,0.0,0.0,0.0,0.001,0.551,OSF,0.103
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,94.8,0.0521,0.051,0.0,0.0,0.0,0.001,0.526,OSF,0.051
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,98.6,0.0138,0.013,0.0,0.0,0.0,0.001,0.506,OSF,0.013
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,89.2,0.1082,0.107,0.0,0.0,0.0,0.001,0.554,OSF,0.107
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,36.3,0.6367,0.387,0.407,0.0,0.0,0.001,0.694,HDF/OSF,0.407
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,30.2,0.6981,0.549,0.33,0.0,0.0,0.001,0.775,OSF,0.549
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,79.8,0.2024,0.149,0.056,0.0,0.007,0.001,0.574,OSF/HDF,0.149
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,47.0,0.5301,0.427,0.162,0.0,0.02,0.001,0.714,OSF,0.427
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,92.8,0.072,0.039,0.0,0.0,0.033,0.001,0.52,TWF/OSF,0.083
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,57.1,0.4293,0.323,0.109,0.0,0.053,0.001,0.661,OSF,0.323
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,78.4,0.2159,0.159,0.0,0.0,0.067,0.001,0.58,TWF/OSF,0.167
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,12.3,0.877,0.765,0.426,0.0,0.087,0.001,0.883,OSF,0.765
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,82.3,0.1772,0.085,0.0,0.0,0.1,0.001,0.542,TWF,0.25
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,13.5,0.8646,0.694,0.5,0.0,0.113,0.001,0.847,OSF,0.694
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,86.6,0.1342,0.0,0.0,0.0,0.133,0.001,0.442,TWF,0.333
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,0.0,1.0,1.0,0.467,0.0,0.147,0.001,1.08,OSF,1.0
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,22.2,0.778,0.636,0.274,0.0,0.16,0.001,0.818,OSF,0.636
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,15.1,0.8495,0.686,0.42,0.0,0.173,0.001,0.843,OSF,0.686
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,73.0,0.2697,0.094,0.0,0.0,0.193,0.001,0.547,TWF,0.483
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,55.7,0.443,0.291,0.0,0.0,0.213,0.001,0.646,TWF,0.533
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,14.4,0.8563,0.77,0.19,0.0,0.227,0.001,0.885,OSF,0.77
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,0.0,1.0,1.0,0.433,0.0,0.24,0.001,1.115,OSF,1.0
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,0.0,1.0,1.0,0.361,0.0,0.253,0.001,1.114,OSF,1.0
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,80.0,0.1999,0.0,0.199,0.0,0.0,0.001,0.007,HDF,0.199
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.016,none,0.0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.031,HDF,0.467
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,94.9,0.0507,0.0,0.05,0.0,0.0,0.001,0.031,HDF,0.05
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,87.2,0.1284,0.0,0.128,0.0,0.0,0.001,0.04,HDF,0.128
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,23.3,0.7667,0.0,0.467,0.562,0.0,0.001,0.074,PWF/HDF,0.562
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.04,none,0.0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,83.9,0.1608,0.0,0.16,0.0,0.0,0.001,0.059,HDF,0.16
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,0.0,1.0,0.0,0.367,1.0,0.0,0.001,0.101,PWF,1.0
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,97.2,0.0276,0.0,0.027,0.0,0.0,0.001,0.09,HDF,0.027
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.073,none,0.0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.06,none,0.0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.081,none,0.0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,53.3,0.4672,0.0,0.467,0.0,0.0,0.001,0.142,HDF,0.467
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,74.6,0.2541,0.0,0.253,0.0,0.0,0.001,0.118,HDF,0.253
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,69.9,0.3007,0.0,0.3,0.0,0.0,0.001,0.124,HDF,0.3
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.081,none,0.0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.084,none,0.0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,97.8,0.0223,0.0,0.021,0.0,0.0,0.001,0.165,HDF,0.021
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,96.3,0.0365,0.0,0.036,0.0,0.0,0.001,0.155,HDF,0.036
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,72.2,0.2781,0.0,0.277,0.0,0.0,0.001,0.19,HDF,0.277
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,83.6,0.1644,0.0,0.164,0.0,0.0,0.001,0.217,HDF,0.164
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,60.7,0.3935,0.0,0.393,0.0,0.0,0.001,0.255,HDF,0.393
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.163,none,0.0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,54.1,0.4592,0.0,0.459,0.0,0.0,0.001,0.323,HDF,0.459
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.149,none,0.0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,81.8,0.1822,0.0,0.181,0.0,0.0,0.001,0.273,HDF,0.181
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.184,none,0.0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.166,none,0.0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,73.6,0.2638,0.0,0.263,0.0,0.0,0.001,0.291,HDF,0.263
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.275,none,0.0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,50.2,0.4983,0.0,0.498,0.0,0.0,0.001,0.353,HDF,0.498
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,78.2,0.2177,0.0,0.217,0.0,0.0,0.001,0.344,HDF,0.217
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.157,none,0.0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.301,none,0.0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.284,none,0.0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.276,none,0.0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,54.8,0.4517,0.0,0.451,0.0,0.0,0.001,0.318,HDF,0.451
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,72.8,0.2723,0.0,0.272,0.0,0.0,0.001,0.437,HDF,0.272
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,73.3,0.2665,0.0,0.266,0.0,0.0,0.001,0.435,HDF,0.266
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,83.4,0.1655,0.0,0.165,0.0,0.0,0.001,0.414,HDF,0.165
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,56.6,0.4339,0.0,0.433,0.0,0.0,0.001,0.398,HDF,0.433
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,63.1,0.3686,0.0,0.368,0.0,0.0,0.001,0.383,HDF,0.368
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,59.9,0.4006,0.0,0.4,0.0,0.0,0.001,0.494,HDF,0.4
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.304,none,0.0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,65.3,0.3473,0.025,0.33,0.0,0.0,0.001,0.512,HDF,0.33
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.285,none,0.0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.181,none,0.0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.389,none,0.0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.467,none,0.0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.335,none,0.0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,95.9,0.041,0.0,0.04,0.0,0.0,0.001,0.373,HDF,0.04
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,85.3,0.1468,0.037,0.113,0.0,0.0,0.001,0.518,HDF/OSF,0.113
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.365,none,0.0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.258,none,0.0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,47.6,0.5235,0.285,0.333,0.0,0.0,0.001,0.642,HDF/OSF,0.333
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.464,none,0.0
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,44.6,0.5539,0.33,0.333,0.0,0.0,0.001,0.665,HDF/OSF,0.333
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,76.4,0.2362,0.068,0.18,0.0,0.0,0.001,0.534,HDF/OSF,0.18
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,96.1,0.0385,0.029,0.009,0.0,0.0,0.001,0.514,OSF,0.029
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,65.2,0.3481,0.213,0.171,0.0,0.0,0.001,0.606,OSF/HDF,0.213
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,78.8,0.2121,0.1,0.124,0.0,0.0,0.001,0.55,HDF/OSF,0.124
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,28.6,0.7137,0.57,0.333,0.0,0.0,0.001,0.785,OSF,0.57
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,32.0,0.6799,0.519,0.333,0.0,0.0,0.001,0.76,OSF,0.519
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,70.7,0.2925,0.292,0.0,0.0,0.0,0.001,0.646,OSF,0.292
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,93.1,0.0694,0.068,0.0,0.0,0.0,0.001,0.534,OSF,0.068
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.462,none,0.0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,65.4,0.3456,0.313,0.04,0.0,0.007,0.001,0.657,OSF,0.313
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,91.2,0.0876,0.068,0.0,0.0,0.02,0.001,0.534,OSF/TWF,0.068
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,88.1,0.1185,0.087,0.0,0.0,0.033,0.001,0.544,OSF/TWF,0.087
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,79.6,0.2038,0.123,0.027,0.0,0.067,0.001,0.561,TWF/OSF,0.167
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,46.4,0.5362,0.396,0.164,0.0,0.08,0.001,0.698,OSF,0.396
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,33.2,0.6677,0.633,0.0,0.0,0.093,0.001,0.817,OSF,0.633
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,51.6,0.484,0.369,0.084,0.0,0.107,0.001,0.684,OSF/TWF,0.369
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,86.7,0.1326,0.006,0.0,0.0,0.127,0.001,0.503,TWF,0.317
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,39.7,0.6032,0.513,0.052,0.0,0.14,0.001,0.756,OSF,0.513
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,0.0,1.0,1.0,0.267,0.0,0.153,0.001,1.046,OSF,1.0
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,83.2,0.1675,0.0,0.0,0.0,0.167,0.001,0.495,TWF,0.417
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,79.9,0.2008,0.0,0.0,0.0,0.2,0.001,0.483,TWF,0.5
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,29.2,0.7077,0.501,0.235,0.0,0.233,0.001,0.751,TWF/OSF,0.583
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,6.4,0.9358,0.886,0.247,0.0,0.253,0.001,0.943,OSF,0.886
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.0,none,0.0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.009,none,0.0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,86.4,0.1364,0.0,0.136,0.0,0.0,0.001,0.019,HDF,0.136
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.019,none,0.0
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.017,none,0.0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.033,none,0.0
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.052,none,0.0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.046,none,0.0
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,88.7,0.1129,0.0,0.112,0.0,0.0,0.001,0.072,HDF,0.112
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.06,none,0.0
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,89.4,0.1058,0.0,0.105,0.0,0.0,0.001,0.106,HDF,0.105
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,74.7,0.2532,0.0,0.252,0.0,0.0,0.001,0.119,HDF,0.252
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,7.5,0.9247,0.0,0.0,0.925,0.0,0.001,0.033,PWF,0.925
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.096,none,0.0
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,87.3,0.1271,0.0,0.126,0.0,0.0,0.001,0.128,HDF,0.126
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.137,none,0.0
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.112,none,0.0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.128,none,0.0
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,73.9,0.2607,0.0,0.26,0.0,0.0,0.001,0.147,HDF,0.26
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.124,none,0.0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,95.8,0.0418,0.0,0.041,0.0,0.0,0.001,0.196,HDF,0.041
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.125,none,0.0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.184,none,0.0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,99.9,0.001,0.0,0.0,0.0,0.0,0.001,0.205,none,0.0
